title;char;price
Смартфон BQ Aura   2/16GB, синий Смартфон Aura BQ 6022G Синий;Диагональ экрана: 5.99Оперативная память: 3 ГБВстроенная память: 16 ГБРазрешение основной камеры: 8Процессор: MT6580М (4 ядра), 1.3 ГГц;5474
Смартфон ITEL A48 2/32GB, зеленый;Диагональ экрана: 6.1Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 5Процессор: SC9832E (4 ядра), 1.3 ГГц;6357
Смартфон Oukitel WP6 LITE 4/128GB, оранжевый;Диагональ экрана: 6.3Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 16Процессор: Helio P70 (8 ядер), 2.1 ГГц;19990
Смартфон Oukitel WP5 4/32GB, черный;Диагональ экрана: 5.5Оперативная память: 4 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio A22 (4 ядра), 2.0 ГГц;10990
Смартфон Tecno SPARK 7 2/32GB, черный;Диагональ экрана: 6.52Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 16Процессор: Helio A25 (8 ядер), 2.0 ГГц;8990
Смартфон Xiaomi Redmi Note 10 5G NFC 4/128GB, зеленый;Диагональ экрана: 6.5Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Dimensity 700 (8 ядер), 2.2 ГГц;20990
Смартфон Xiaomi Redmi Note 9 3/64GB, серый;Диагональ экрана: 6.53Оперативная память: 3 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Helio G85 (8 ядер), 2.0 ГГц;13209
Смартфон Samsung Galaxy M12 4/64GB, синий;Диагональ экрана: 6.5Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Exynos 850 (8 ядер), 2.0 ГГц;13300
Смартфон Xiaomi Redmi 9 4/64GB, серый;Диагональ экрана: 6.53Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Helio G80 (8 ядер), 2.0 ГГц;12680
Смартфон Poco X3 Pro (J20S) 6/128GB, бронза;Диагональ экрана: 6.67Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Snapdragon 860 (8 ядер), 2.96 ГГц;23990
Смартфон Samsung Galaxy A51 6/128GB, черный;Диагональ экрана: 6.5Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Exynos 9611 (8 ядер), 2.3 ГГц;23990
Смартфон ITEL A48 2/32GB, зеленый;Диагональ экрана: 6.1Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 5Процессор: SC9832E (4 ядра), 1.3 ГГц;6357
Смартфон Oukitel WP6 LITE 4/128GB, оранжевый;Диагональ экрана: 6.3Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 16Процессор: Helio P70 (8 ядер), 2.1 ГГц;19990
Смартфон Oukitel WP5 4/32GB, черный;Диагональ экрана: 5.5Оперативная память: 4 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio A22 (4 ядра), 2.0 ГГц;10990
Смартфон Tecno SPARK 7 2/64GB, синий;Диагональ экрана: 6.52Оперативная память: 2 ГБВстроенная память: 64 ГБРазрешение основной камеры: 16Процессор: Helio A25 (8 ядер), 2.0 ГГц;8990
Смартфон Poco X3 Pro (J20S) 6/128GB, бронза;Диагональ экрана: 6.67Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Snapdragon 860 (8 ядер), 2.96 ГГц;23990
Смартфон Samsung Galaxy A51 6/128GB, черный;Диагональ экрана: 6.5Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Exynos 9611 (8 ядер), 2.3 ГГц;23990
Смартфон Apple iPhone 12 Pro 512GB, золотой;Диагональ экрана: 6.1Оперативная память: 6 ГБВстроенная память: 512 ГБРазрешение основной камеры: 12Процессор: A14 Bionic (6 ядер), 2.66 ГГц;123361
Смартфон Xiaomi Redmi Note 10S, 6/64GB, серый;Диагональ экрана: 6.43Оперативная память: 6 ГБВстроенная память: 64 ГБРазрешение основной камеры: 64Процессор: Helio G95 (8 ядер), 2.05 ГГц;18911
Смартфон Samsung Galaxy A32 4/128GB, синий;Диагональ экрана: 6.4Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 64Процессор: Helio G80 (8 ядер), 2.0 ГГц;24150
Смартфон Xiaomi Redmi Note 10T 4/128GB Graphite Gray (RU), серый;Гарантия: 1 годПартномер: M2103K19YЦвет товара: серыйБренд: XiaomiСтрана-изготовитель: Китай;16959
Смартфон Oukitel WP8 Pro 4/64GB, черный;Диагональ экрана: 6.49Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 16Процессор: MT6762R (8 ядер), 2.0 ГГц;13800
"Смартфон BQ Aura 2/16GB, синий Общие характеристикиСтандарт: GSM 900/1800/1900, 3GТип: смартфонОперационная система: Android 9.0Тип корпуса: классическийТип SIM-карты: micro SIMКоличество SIM-карт: 2Режим работы нескольких SIM-карт: попеременный Размеры (ВхШхГ): 16.04x7.67x0.97 смВес: 188 г  ЭкранТип экрана: цветной IPS, сенсорныйТип сенсорного экрана: мультитач, емкостныйДиагональ: 5.99 дюйм.Размер изображения: 960x480Число пикселов на дюйм (PPI): 179Соотношение сторон: 18:9Автоматический поворот экрана Мультимедийные возможностиФотокамера: 8 МПФотовспышка: тыльная, светодиодная Функции камеры: автофокусЗапись видеороликовФронтальная камера: 5 МПАудио: MP3, AAC, WAV, WMAРазъем для наушников: mini jack 3.5 mmСвязьИнтерфейсы: Wi-Fi 802.11n, Bluetooth 4.1, USBСпутниковая навигация: A-GPS, GPSПамять и процессорПроцессор: MediaTek MT6580M, 1300 МГцКоличество ядер процессора: 4Видеопроцессор: Mali-400 MP1Объем встроенной памяти: 16 ГбОбъем оперативной памяти: 2 Гб Слот для карт памяти: до 64 ГБ, отдельныйПитаниеТип аккумулятора: Li-IonЕмкость аккумулятора: 2500 мА8901;чАккумулятор: неъемныйТип разъема для зарядки: micro-USB Другие функцииГромкая связь (встроенный динамик)Управление: голосовой набор, голосовое управлениеРежим полетаДатчики: считывание отпечатка пальцаФонарикUSB-host";Диагональ экрана: 5.99Оперативная память: 3 ГБВстроенная память: 16 ГБРазрешение основной камеры: 8Процессор: MT6580М (4 ядра), 1.3 ГГц;5570
Смартфон Xiaomi Redmi 9 3/32GB, зеленый;Диагональ экрана: 6.53Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio G80 (8 ядер), 2.0 ГГц;9790
Смартфон Tecno Spark 7 4/128GB, синий;Диагональ экрана: 6.52Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 16Процессор: Helio A25 (8 ядер), 2.0 ГГц;11490
Смартфон Huawei P40 Lite E NFC 4/64GB 4/64GB, черный;Диагональ экрана: 6.39Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Kirin 710 (8 ядер), 2.2 ГГц;11890
Смартфон Tecno Spark 5 2/32GB, оранжевый;Диагональ экрана: 6.6Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio A22 (4 ядра), 2.0 ГГц;8990
Смартфон Oukitel C22 4/128GB, черный;Диагональ экрана: 5.86Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 13Процессор: Helio A22 (4 ядра), 2.0 ГГц;10990
Смартфон Xiaomi Redmi 9 4/64GB Ocean Green NFC (RU) 4/64GB, зеленый;Диагональ экрана: 6.53Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Helio G80 (8 ядер), 2.0 ГГц;11280
Смартфон Nokia 3.4 Dual Sim 3/64GB, фиолетовый;Диагональ экрана: 6.39Оперативная память: 3 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Snapdragon 460 (8 ядер), 1.8 ГГц;10990
Смартфон Xiaomi Redmi Note 10S, 6/, серый;Диагональ экрана: 6.43Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 64Процессор: Helio G95 (8 ядер), 2.05 ГГц;23750
Смартфон Xiaomi Redmi 9 4/64GB, фиолетовый;Диагональ экрана: 6.53Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Helio G85 (8 ядер), 2.0 ГГц;12590
Смартфон Ulefone Armor 8 Pro 6/128GB, красный;Диагональ экрана: 6.1Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 16Процессор: Helio P60 (8 ядер), 2.0 ГГц;19990
Смартфон Xiaomi Mi 10T 8/128GB, серебристый J3S-64MP;Диагональ экрана: 6.67Оперативная память: 8 ГБВстроенная память: 128 ГБРазрешение основной камеры: 64Процессор: Snapdragon 865 (8 ядер), 2.84 ГГц;35900
Смартфон BQ32GB, голубой;Оперативная память: 1 ГБПроцессор: SC9863A (8 ядер), 1.6 ГГцРазрешение экрана: 1440x720Емкость аккумулятора, мАч: 2700Вес товара, г: 156;5153
Смартфон realme С21 3/32GB, голубой;Диагональ экрана: 6.5Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio G35 (8 ядер), 2.3 ГГц;12380
Смартфон Samsung Galaxy A12 4/64GB, синий;Диагональ экрана: 6.5Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Helio P35 (8 ядер), 2.3 ГГц;13990
Смартфон BQ 5046L Choice LTE 2/16GB, фиолетовый;Диагональ экрана: 5Оперативная память: 2 ГБВстроенная память: 16 ГБРазрешение основной камеры: 5Процессор: MT6739WA (4 ядра), 1.3 ГГц;4940
Смартфон Tecno SPARK 7 2/32GB, черный;Диагональ экрана: 6.52Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 16Процессор: Helio A25 (8 ядер), 2.0 ГГц;8990
Смартфон Samsung Galaxy M12 4/64GB, синий;Диагональ экрана: 6.5Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Exynos 850 (8 ядер), 2.0 ГГц;13300
Смартфон BQ 5740G Spring 1/16GB, черный;Диагональ экрана: 5.7Оперативная память: 1 ГБВстроенная память: 16 ГБРазрешение основной камеры: 5Процессор: SC7731E (4 ядра), 1.3 ГГц;4599
Смартфон Alcatel 1SE 3/32GB;Диагональ экрана: 6.22Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: SC9863A (8 ядер), 1.6 ГГц;9890
Смартфон Xiaomi Redmi 9T 4/64GB, зеленый;Диагональ экрана: 6.53Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Snapdragon 662 (8 ядер), 2.0 ГГц;13999
Смартфон Xiaomi REDMI 9 4/64GB, фиолетовый;Диагональ экрана: 6.53Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Helio G85 (8 ядер), 2.0 ГГц;11270
Смартфон Samsung Galaxy A12 4/128GB SM-A125F (2020) Black (черный) 4/128GB, черный;Диагональ экрана: 6.5Оперативная память: 4 ГБРазрешение основной камеры: 48Процессор: Helio P35 (8 ядер), 2.3 ГГцБеспроводные интерфейсы: Bluetooth, Wi-Fi, GPS;15590
Смартфон Nokia G20 DS TA-1336 4/128GB, синий;Диагональ экрана: 6.52Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Helio G35 (8 ядер), 2.3 ГГц;13990
Смартфон realme 8 6/128GB, серебристый;Диагональ экрана: 6.4Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 64Процессор: Helio G95 (8 ядер), 2.05 ГГц;18369
Смартфон Huawei Mate 40 Pro 8/256GB, серебристый;Диагональ экрана: 6.76Оперативная память: 8 ГБВстроенная память: 256 ГБРазрешение основной камеры: 50Процессор: Kirin 990 5G (8 ядер), 2.86 ГГц;89990
Смартфон ITEL A16 Plus 1/8GB, синий;Диагональ экрана: 5Оперативная память: 1 ГБВстроенная память: 8 ГБРазрешение основной камеры: 5Процессор: SC7731E (4 ядра), 1.3 ГГц;3490
Смартфон Apple iPhone SE 256GB, черный;Диагональ экрана: 4.7Оперативная память: 3 ГБВстроенная память: 256 ГБРазрешение основной камеры: 12Процессор: A13 Bionic (6 ядер), 2.65 ГГц;51161
Смартфон realme 8 6/128GB, черный;Диагональ экрана: 6.4Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 64Процессор: Helio G95 (8 ядер), 2.05 ГГц;19670
Смартфон Samsung Galaxy A52 4/128GB, черный;Диагональ экрана: 6.5Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 64Процессор: Snapdragon 720G (8 ядер), 2.3 ГГц;30498
Смартфон Samsung Galaxy M12 3/32GB, зеленый;Диагональ экрана: 6.5Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 48Процессор: Exynos 850 (8 ядер), 2.0 ГГц;11980
Смартфон Samsung Galaxy A22 4/64GB, черный;Диагональ экрана: 6.4Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Helio G80 (8 ядер), 2.0 ГГц;17990
Смартфон Xiaomi Redmi Note 9 3/64GB, серый;Диагональ экрана: 6.53Оперативная память: 3 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Helio G85 (8 ядер), 2.0 ГГц;13999
Смартфон Xiaomi Redmi Note 9 4/128GB, зеленый;Диагональ экрана: 6.53Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Helio G85 (8 ядер), 2.0 ГГц;17680
Смартфон Vivo X50 8/128GB, голубой;Диагональ экрана: 6.56Оперативная память: 8 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Емкость аккумулятора, мАч: 4200;40254
Смартфон BQ 5016G Choice 2/16GB, темно-синий;Диагональ экрана: 5Оперативная память: 2 ГБВстроенная память: 16 ГБРазрешение основной камеры: 5Процессор: SC7731E (4 ядра), 1.3 ГГц;4590
Смартфон Tecno Camon 17P 6/128GB, черный;Диагональ экрана: 6.78Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 64Процессор: Helio G85 (8 ядер), 2.0 ГГц;16990
Смартфон Ulefone Armor 8 4/64GB, черный;Диагональ экрана: 6.1Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Helio P60 (8 ядер), 2.0 ГГц;15990
Смартфон Tecno Pouvoir 4 3/32GB, синий;Диагональ экрана: 6.95Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio A22 (4 ядра), 2.0 ГГц;9490
Смартфон OPPO A53 6/64GB 4/64GB, черный;Диагональ экрана: 6.5Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Snapdragon 460 (8 ядер), 1.8 ГГц;12990
Смартфон Land Rover ARMOR 8 4/64GB, черный;Диагональ экрана: 6.1Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 16Процессор: Helio P60 (8 ядер), 2.0 ГГц;18990
Смартфон Xiaomi Redmi Note 964GB, белый;Диагональ экрана: 6.53Оперативная память: 3 ГБРазрешение основной камеры: 48Беспроводные интерфейсы: Bluetooth, Wi-FiСтандарты связи: 3G, LTE;12690
Смартфон Oukitel WP6 6/128Gb оранжевый 6/128GB, оранжевый Oukitel WP6 6/128Gb;Диагональ экрана: 6.3Оперативная память: 6 ГБВстроенная память: 128 ГБПроцессор: Helio P70 (8 ядер), 2.1 ГГцБеспроводные интерфейсы: Bluetooth, GPS, Wi-Fi;21999
Смартфон Infinix HOT 10 PLAY 4/64GB, зеленый;Диагональ экрана: 6.82Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Helio G35 (8 ядер), 2.3 ГГц;10490
Смартфон ITEL A25 L5002 1/16GB, синий;Диагональ экрана: 5Оперативная память: 1 ГБВстроенная память: 16 ГБРазрешение основной камеры: 5Процессор: SC9832E (4 ядра), 1.3 ГГц;4990
Смартфон Tecno KD7h SPARK 5 Ice Jadeite 2/32GB, зеленый;Диагональ экрана: 6.89Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Разрешение экрана: 1560x720;8990
Смартфон Unihertz  Atom 4/64GB, черный;Диагональ экрана: 2.45Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 16Процессор: Helio P23 (8 ядер), 2.3 ГГц;24490
Смартфон Samsung Galaxy S20 plus восстановленный 8/128GB, красный;Диагональ экрана: 6.7Оперативная память: 8 ГБВстроенная память: 128 ГБРазрешение основной камеры: 64Процессор: Exynos 990 (8 ядер), 2.7 ГГц;39089
Смартфон Xiaomi Redmi 9T 4/64GB, зеленый;Диагональ экрана: 6.53Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Snapdragon 662 (8 ядер), 2.0 ГГц;13999
Смартфон Xiaomi REDMI 9 4/64GB, фиолетовый;Диагональ экрана: 6.53Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Helio G85 (8 ядер), 2.0 ГГц;11270
Смартфон Samsung Galaxy A12 4/128GB SM-A125F (2020) Black (черный) 4/128GB, черный;Диагональ экрана: 6.5Оперативная память: 4 ГБРазрешение основной камеры: 48Процессор: Helio P35 (8 ядер), 2.3 ГГцБеспроводные интерфейсы: Bluetooth, Wi-Fi, GPS;15590
Смартфон Nokia G20 DS TA-1336 4/128GB, синий;Диагональ экрана: 6.52Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Helio G35 (8 ядер), 2.3 ГГц;13990
Смартфон realme 8 6/128GB, серебристый;Диагональ экрана: 6.4Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 64Процессор: Helio G95 (8 ядер), 2.05 ГГц;18369
Смартфон INOI 2 lite 2021 1/8GB, черный;Диагональ экрана: 5Оперативная память: 1 ГБВстроенная память: 8 ГБРазрешение основной камеры: 5.0Процессор: SC7731E (4 ядра), 1.3 ГГц;3990
Смартфон Samsung Galaxy A12 3/32GB, синий;Диагональ экрана: 6.5Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 48Процессор: Snapdragon 450 (8 ядер), 1.8 ГГц;10880
Смартфон Oukitel WP5 4/32GB, черный;Диагональ экрана: 5.5Оперативная память: 4 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio A22 (4 ядра), 2.0 ГГц;11990
Смартфон Wigor V5 4/64GB, синий;Диагональ экрана: 5.85Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 16Процессор: MT8163 (4 ядра), 1.3 ГГц;16167
Смартфон ITEL A25 L5002 1/16GB, фиолетовый;Диагональ экрана: 5Оперативная память: 1 ГБВстроенная память: 16 ГБРазрешение основной камеры: 5Процессор: SC9832E (4 ядра), 1.3 ГГц;4990
Смартфон Doogee S88 Pro 6/128GB, черный Doogee S88 Pro;Диагональ экрана: 6.3Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 21Процессор: Helio P70 (8 ядер), 2.1 ГГц;24990
Смартфон Xiaomi Redmi Note 10 Pro Glacier Blue 8/128GB, синий Redmi Note 10 Pro;Диагональ экрана: 6.67Оперативная память: 8 ГБВстроенная память: 128 ГБРазрешение основной камеры: 108Процессор: Snapdragon 732G (8 ядер), 2.3 ГГц;28990
Смартфон Apple iPhone 12 64GB, зелёный;Диагональ экрана: 6.1Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 12Процессор: A14 Bionic (6 ядер), 2.66 ГГц;67875
Смартфон Huawei P Smart 2021 4/128GB, черный;Диагональ экрана: 6.67Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Kirin 710A (8 ядер), 2.0 ГГц;14789
Смартфон BQ 6022G Aura 1/16GB, синий;Диагональ экрана: 5.99Оперативная память: 1 ГБВстроенная память: 16 ГБРазрешение основной камеры: 8Процессор: MT6580M (4 ядра), 1.2 ГГц;5013
Смартфон BQ 5016G Choice 2/16GB, темно-синий;Диагональ экрана: 5Оперативная память: 2 ГБВстроенная память: 16 ГБРазрешение основной камеры: 5Процессор: SC7731E (4 ядра), 1.3 ГГц;4590
Смартфон Samsung Galaxy A22 4/64GB SM-A225 (2021) White (Белый), белый;Гарантия: 1 годПартномер: SM-A225FZWGSERЦвет товара: белыйБренд: SamsungСтрана-изготовитель: Вьетнам;16290
Смартфон ITEL A48 2/32GB, пурпурный;Диагональ экрана: 6.1Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 5Процессор: SC9832E (4 ядра), 1.4 ГГц;6490
Смартфон BQ 4030G Nice Mini 1/16GB, темно-серый;Диагональ экрана: 3.97Оперативная память: 1 ГБВстроенная память: 16 ГБРазрешение основной камеры: 2Процессор: SC7731E (4 ядра), 1.3 ГГц;3390
Смартфон AGM A9 4/64GB, черный матовый;Диагональ экрана: 5.99Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 12Процессор: Snapdragon 450 (8 ядер), 1.8 ГГц;23990
Смартфон Xiaomi Redmi 9C 2/32GB, синий;Диагональ экрана: 6.53Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio P35 (8 ядер), 2.3 ГГц;8890
Смартфон realme 8 Pro128GB, черный;Диагональ экрана: 6.4Оперативная память: 6 ГБРазрешение основной камеры: 108Процессор: Snapdragon 720G (8 ядер), 2.3 ГГцБеспроводные интерфейсы: Bluetooth, Wi-Fi;22000
Смартфон Blackview BV9900E 8/128GB, серый;Диагональ экрана: 5.84Оперативная память: 8 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Helio P90 (8 ядер), 2.2 ГГц;27990
Смартфон Ulefone Note 7P 1/16GB, фиолетовый;Диагональ экрана: 6.1Оперативная память: 1 ГБВстроенная память: 16 ГБРазрешение основной камеры: 8Процессор: Helio A22 (4 ядра), 2.0 ГГц;6920
Смартфон Samsung Galaxy A1232GB, красный;Диагональ экрана: 6.5Оперативная память: 3 ГБРазрешение основной камеры: 48Процессор: Snapdragon 450 (8 ядер), 1.8 ГГцБеспроводные интерфейсы: Bluetooth, Wi-Fi, GPS;10790
Смартфон OPPO Reno4 Lite 8/128GB, голубой;Диагональ экрана: 6.43Оперативная память: 8 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Helio G90T (8 ядер), 2.1 ГГц;19990
Смартфон Vertex Impress Zeon 6/8GB;Диагональ экрана: 5.5Оперативная память: 1 ГБВстроенная память: 8 ГБРазрешение основной камеры: 8Процессор: Snapdragon 215 (4 ядра), 1.3 ГГц;4480
Смартфон Xiaomi Mi 11 + подарок - Mi Handheld Vacuum Cleaner G10 8/256GB, лазурный;Диагональ экрана: 6.81Оперативная память: 8 ГБВстроенная память: 256 ГБРазрешение основной камеры: 108Процессор: Snapdragon 888 (8 ядер), 2.84 ГГц;85990
Смартфон Oukitel WP12 Pro, черный;Гарантия: 1 годПартномер: 87605434275Цвет товара: черныйБренд: OukitelСтрана-изготовитель: Китай;13990
Смартфон ITEL Vision 1 2/32GB, черный;Диагональ экрана: 6.5Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 8Процессор: SC9832E (4 ядра), 1.3 ГГц;7490
Смартфон Blackview BV5100, оранжевый;Гарантия: 1 годПартномер: 87605434275Цвет товара: оранжевыйБренд: BlackviewСтрана-изготовитель: Китай;15990
Смартфон realme 8 6/128GB, синий;Диагональ экрана: 6.4Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 108Процессор: Snapdragon 720G (8 ядер), 2.3 ГГц;31330
Смартфон Honor 30S 6/128GB128GB, черный;Диагональ экрана: 6.5Оперативная память: 6 ГБРазрешение основной камеры: 64Процессор: Kirin 820 5G (8 ядер), 2.36 ГГцБеспроводные интерфейсы: Bluetooth, NFC, Wi-Fi;23990
Смартфон Samsung Galaxy A22 4/128GB SM-A225 (2021) White (Белый), белый;Гарантия: 1 годПартномер: SM-A225FZWGSERЦвет товара: белыйБренд: SamsungСтрана-изготовитель: Вьетнам;16990
Смартфон Alcatel 1B 5002H 2/32GB, черный;Диагональ экрана: 5.5Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 8Процессор: Snapdragon 215 (4 ядра), 1.3 ГГц;6425
Смартфон Xiaomi Redmi Note 10 Pro Glacier Blue 8/128GB, синий Redmi Note 10 Pro;Диагональ экрана: 6.67Оперативная память: 8 ГБВстроенная память: 128 ГБРазрешение основной камеры: 108Процессор: Snapdragon 732G (8 ядер), 2.3 ГГц;28990
Смартфон Apple iPhone 12 64GB, зелёный;Диагональ экрана: 6.1Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 12Процессор: A14 Bionic (6 ядер), 2.66 ГГц;67875
Смартфон Infinix HOT 10S NFC 4/64GB, зеленый;Диагональ экрана: 6.82Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Helio G85 (8 ядер), 2.0 ГГц;12490
Смартфон Xiaomi Redmi Note 8 (2021) 4/128GB, черный;Диагональ экрана: 6.3Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Helio G85 (8 ядер), 2.0 ГГц;17990
Смартфон Samsung Galaxy M11 32GВ, Бирюзовый 3/32GB, бирюзовый;Диагональ экрана: 6.4Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Snapdragon 450 (8 ядер), 1.8 ГГц;11350
Смартфон Tecno Spark 7 4/64GB, черный;Диагональ экрана: 6.52Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 16Процессор: Helio A25 (8 ядер), 2.0 ГГц;10490
Смартфон Xiaomi Redmi note 10 pro 8/128GB, бронза;Диагональ экрана: 6.67Оперативная память: 8 ГБВстроенная память: 128 ГБРазрешение основной камеры: 108Процессор: Snapdragon 732G (8 ядер), 2.3 ГГц;28990
Смартфон TCL 10SE 4/128GB, серебристый;Диагональ экрана: 6.52Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 45Процессор: Helio P22 (8 ядер), 1.8 ГГц;11980
Смартфон BQ 6042L Magic E 2/32GB, красный;Диагональ экрана: 6.09Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Разрешение экрана: 1280x640;6390
Смартфон Lenovo 15.6-inch eco pro black 4x40z32891, черный;Гарантия: 1 годПартномер: P0S50026RUЦвет товара: черныйБренд: LenovoСтрана-изготовитель: Китай;13487
Смартфон Xiaomi Note 10S GLOBAL VERSION (M2101K7BNY) 6/64GB, серый;Диагональ экрана: 6.43Оперативная память: 6 ГБВстроенная память: 64 ГБРазрешение основной камеры: 64Процессор: Helio G95 (8 ядер), 2.05 ГГц;18886
Смартфон realme 8 6/128GB, серебристый;Диагональ экрана: 6.4Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 64Процессор: Helio G95 (8 ядер), 2.05 ГГц;18369
Смартфон Xiaomi Redmi 9 4/64GB, зеленый;Диагональ экрана: 6.53Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Helio G80 (8 ядер), 2.0 ГГц;13990
Смартфон Poco M3 4/128GB, черный J19C;Диагональ экрана: 6.53Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Snapdragon 662 (8 ядер), 2.0 ГГц;13599
