title;char;price
Смартфон Xiaomi Redmi 9C 3/64GB, серый;Диагональ экрана: 6.53Оперативная память: 3 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Helio G35 (8 ядер), 2.3 ГГц;18071
Смартфон Vivo Y20 4/64GB;Диагональ экрана: 6.51Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Snapdragon 450 (8 ядер), 1.8 ГГц;13990
Смартфон BQ 5016G Choice 2/16GB, красный;Диагональ экрана: 5Оперативная память: 2 ГБВстроенная память: 16 ГБРазрешение основной камеры: 5Процессор: SC7731E (4 ядра), 1.3 ГГц;4890
Смартфон BQ 5045L Wallet 1/16GB, синий;Диагональ экрана: 4.95Оперативная память: 1 ГБВстроенная память: 16 ГБРазрешение основной камеры: 5Процессор: MT8765 (4 ядра), 1.3 ГГц;4890
Смартфон ZTE Blade V2020 Smart 4/64GB, темно-синий;Диагональ экрана: 6.82Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 16Процессор: SC9863A (8 ядер), 1.6 ГГц;12490
Смартфон Ulefone Armor X3 2/32GB, оранжевый;Диагональ экрана: 5.5Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 8Процессор: MT6580 (4 ядра), 1.3 ГГц;9990
Смартфон Nokia 5.3 3/64GB, бирюзовый;Диагональ экрана: 6.55Оперативная память: 3 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Snapdragon 665 (8 ядер), 2.0 ГГц;13876
Смартфон Xiaomi Redmi Note 9 4/128GB, зеленый;Диагональ экрана: 6.53Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Helio G85 (8 ядер), 2.0 ГГц;18990
Смартфон Nokia 1.4 Dual Sim 2/32GB, синий;Диагональ экрана: 6.5Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 8Процессор: Snapdragon 215 (4 ядра), 1.3 ГГц;8490
Смартфон Oukitel WP7 6/128GB, оранжевый;Диагональ экрана: 6.53Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Helio P90 (8 ядер), 2.2 ГГц;32990
Смартфон BQ 5046L Choice LTE 2/16GB, фиолетовый;Диагональ экрана: 5Оперативная память: 2 ГБВстроенная память: 16 ГБРазрешение основной камеры: 5Процессор: MT6739WA (4 ядра), 1.3 ГГц;5490
Смартфон Ulefone Armor 8 4/64GB, оранжевый;Диагональ экрана: 6.1Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 16Процессор: Helio P60 (8 ядер), 2.0 ГГц;18990
Смартфон OPPO A15 2/32GB, черный;Диагональ экрана: 6.52Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio P35 (8 ядер), 2.3 ГГц;9990
Смартфон Nokia 5.4 DS 6/64GB, фиолетовый;Диагональ экрана: 6.39Оперативная память: 6 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Snapdragon 662 (8 ядер), 2.0 ГГц;16490
Смартфон Ulefone Armor 6S 6/128GB, красный;Диагональ экрана: 6.2Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 16Процессор: Helio P70 (8 ядер), 2.1 ГГц;23990
Смартфон Poco M3 4/128GB, синий J19C;Диагональ экрана: 6.53Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Snapdragon 662 (8 ядер), 2.0 ГГц;14781
Смартфон Samsung Galaxy A51 4/64GB, черный;Диагональ экрана: 6.5Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Exynos 9611 (8 ядер), 2.3 ГГц;22199
Смартфон BQ 5745L Clever 1/32GB, красный;Диагональ экрана: 5.7Оперативная память: 1 ГБВстроенная память: 32 ГБРазрешение основной камеры: 5Процессор: SC9863A (8 ядер), 1.6 ГГц;5599
Смартфон ZTE Blade A5 2020 2/32GB, зеленый;Диагональ экрана: 6.09Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 15Процессор: SC9863A (8 ядер), 1.6 ГГц;8474
Смартфон Samsung Galaxy A51 4/64GB, красный;Диагональ экрана: 6.5Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Exynos 9611 (8 ядер), 2.3 ГГц;22199
Смартфон BQ 6045L Nice 2/32GB, золотой;Диагональ экрана: 5.99Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 8Процессор: Helio A20 (4 ядра), 1.8 ГГц;6370
Смартфон Nokia X10 6/128GB, белый;Диагональ экрана: 6.67Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Snapdragon 480 (8 ядер), 2.0 ГГц;27990
Смартфон Ulefone Armor X7 PRO 4/32GB, оранжевый;Диагональ экрана: 5Оперативная память: 4 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio A20 (4 ядра), 1.8 ГГц;14990
Смартфон realme 8128GB, синий;Диагональ экрана: 6.4Оперативная память: 6 ГБРазрешение основной камеры: 108Процессор: Snapdragon 720G (8 ядер), 2.3 ГГцБеспроводные интерфейсы: Bluetooth, NFC, Wi-Fi;22000
Смартфон Samsung Galaxy A02 32 ГБ красный 2/32GB, красный;Диагональ экрана: 6.5Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: MT6739 (4 ядра), 1.5 ГГц;10099
Смартфон Samsung Galaxy S20 FE (Fan Edition) 256GB Lavender (Лаванда) (SM-G780GLVOSER)256GB, фиолетовый;Диагональ экрана: 6.5Оперативная память: 8 ГБРазрешение основной камеры: 4Емкость аккумулятора, мАч: 4500Вес товара, г: 190;46990
Смартфон BQ 6042L Magic E 2/32GB, голубой;Диагональ экрана: 6.09Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: SC9863A (8 ядер), 1.6 ГГц;6650
Смартфон Xiaomi 9T 4/128GB, черный;Диагональ экрана: 6.53Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Dimensity 800 (8 ядер), 2.0 ГГц;21770
Смартфон Samsung Galaxy A02 32 ГБ красный 2/32GB, красный;Диагональ экрана: 6.5Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: MT6739 (4 ядра), 1.5 ГГц;10099
Смартфон Samsung Galaxy S20 FE (Fan Edition) 256GB Lavender (Лаванда) (SM-G780GLVOSER)256GB, фиолетовый;Диагональ экрана: 6.5Оперативная память: 8 ГБРазрешение основной камеры: 4Емкость аккумулятора, мАч: 4500Вес товара, г: 190;46990
Смартфон BQ 6042L Magic E 2/32GB, голубой;Диагональ экрана: 6.09Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: SC9863A (8 ядер), 1.6 ГГц;6650
Смартфон Xiaomi 9T 4/128GB, черный;Диагональ экрана: 6.53Оперативная память: 4 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Dimensity 800 (8 ядер), 2.0 ГГц;21770
Смартфон Blackview A70 8/32GB, зеленый;Диагональ экрана: 6.52Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: SC9863A (8 ядер), 1.6 ГГц;11990
Смартфон Poco X3 PRO 8/256GB, бронза;Диагональ экрана: 6.67Оперативная память: 8 ГБВстроенная память: 256 ГБРазрешение основной камеры: 48Процессор: Snapdragon 860 (8 ядер), 2.96 ГГц;26990
Смартфон Ulefone Armor X7 PRO 4/32GB, черный;Диагональ экрана: 5Оперативная память: 4 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio A20 (4 ядра), 1.8 ГГц;14990
Смартфон Apple iPhone 11 64Gb Green, Green;Диагональ экрана: 6.1Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 12Процессор: A13 Bionic (6 ядер), 2.65 ГГц;49990
Смартфон BQ 5047L Like 1/8GB, красный;Диагональ экрана: 5Оперативная память: 1 ГБВстроенная память: 8 ГБРазрешение основной камеры: 5Процессор: SC9832E (4 ядра), 1.3 ГГц;4149
Смартфон CONQUEST S11 6/128GB, черный;Диагональ экрана: 5Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 16Процессор: Helio P25 (8 ядер), 2.6 ГГц;34990
Смартфон BQ 6022G Aura 1/16GB, черный;Диагональ экрана: 5.99Оперативная память: 1 ГБВстроенная память: 16 ГБРазрешение основной камеры: 8Процессор: MT6580M (4 ядра), 1.2 ГГц;5390
Смартфон Xiaomi Redmi 9 3/32GB, фиолетовый;Диагональ экрана: 6.53Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio G80 (8 ядер), 2.0 ГГц;11990
Смартфон Land Rover P10 3/16GB, синий;Диагональ экрана: 5.5Оперативная память: 3 ГБВстроенная память: 16 ГБРазрешение основной камеры: 13Процессор: Helio P23 (8 ядер), 2.0 ГГц;17990
Смартфон BQ 6045L Nice 2/32GB, зеленый;Диагональ экрана: 5.99Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 8Процессор: Helio A20 (4 ядра), 1.8 ГГц;6370
Смартфон realme C21 4/64GB, черный;Диагональ экрана: 6.5Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Helio G35 (8 ядер), 2.3 ГГц;13450
Смартфон Texet TM-5084 1/8GB, черный;Диагональ экрана: 5Оперативная память: 1 ГБВстроенная память: 8 ГБРазрешение основной камеры: 5Процессор: MT6739WA (4 ядра), 1.3 ГГц;4590
Смартфон Xiaomi Redmi Note 10 Pro Gradient Bronze 8/128GB, бронза Redmi Note 10 Pro;Диагональ экрана: 6.67Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 108Процессор: Snapdragon 732G (8 ядер), 2.3 ГГц;27990
Смартфон Doogee X95 2/16GB, синий;Диагональ экрана: 6.52Оперативная память: 2 ГБВстроенная память: 16 ГБРазрешение основной камеры: 13Процессор: MT6737T (4 ядра), 1.45 ГГц;6990
Смартфон Samsung Galaxy A51 4/64GB, белый;Диагональ экрана: 6.5Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Exynos 9611 (8 ядер), 2.3 ГГц;22199
Смартфон HOMTOM Zoji Z33 3/32GB, черный;Диагональ экрана: 5.85Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 16Процессор: MT6739WA (4 ядра), 1.3 ГГц;13990
Смартфон Samsung Galaxy A51 4/64GB, синий;Диагональ экрана: 6.5Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Exynos 9611 (8 ядер), 2.3 ГГц;22199
Смартфон Xiaomi Redmi 9T 4/64GB, синий;Диагональ экрана: 6.53Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Snapdragon 662 (8 ядер), 2.0 ГГц;16240
Смартфон Samsung Galaxy M1232GB, синий;Диагональ экрана: 6.5Оперативная память: 3 ГБРазрешение основной камеры: 48Процессор: Exynos 850 (8 ядер), 2.0 ГГцБеспроводные интерфейсы: Bluetooth, GPS, Wi-Fi;11790
Смартфон BQ 6030 1/32GB, зеленый;Диагональ экрана: 5.99Оперативная память: 1 ГБВстроенная память: 32 ГБРазрешение основной камеры: 8Процессор: MT6580M (4 ядра), 1.3 ГГц;5220
Смартфон Oukitel WP10 5G 8/128GB, черный;Диагональ экрана: 6.67Оперативная память: 8 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Dimensity 800 (8 ядер), 2.0 ГГц;44540
Смартфон Xiaomi Redmi 9A 2/32GB;Диагональ экрана: 6.53Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio G25 (8 ядер), 2.0 ГГц;10099
Смартфон Nokia 2.4 2/32GB, фиолетовый;Диагональ экрана: 6.5Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio P22 (8 ядер), 2.0 ГГц;9790
Смартфон Vertex Impress Zeon 6/8GB;Диагональ экрана: 5.5Оперативная память: 1 ГБВстроенная память: 8 ГБРазрешение основной камеры: 8Процессор: Snapdragon 215 (4 ядра), 1.3 ГГц;4424
Смартфон Samsung Galaxy A01 Core 1/16GB, черный;Диагональ экрана: 5.3Оперативная память: 1 ГБВстроенная память: 16 ГБРазрешение основной камеры: 8Процессор: MT6739 (4 ядра), 1.5 ГГц;6700
Смартфон OPPO Reno 5 8/128GB, черный;Диагональ экрана: 6.43Оперативная память: 8 ГБВстроенная память: 128 ГБРазрешение основной камеры: 64Процессор: Snapdragon 720G (8 ядер), 2.3 ГГц;29990
Смартфон Samsung A12 3/32GB, черный SM-A125F;Диагональ экрана: 6.5Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 8Процессор: Helio P35 (8 ядер), 2.3 ГГц;12949
Смартфон BQ 6630L Magic L 3/32GB, синий;Диагональ экрана: 6.53Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 12Процессор: SC9863A (8 ядер), 1.6 ГГц;8480
Смартфон BQ 6022G Aura 2/16GB, темно-серый;Диагональ экрана: 5.99Оперативная память: 2 ГБВстроенная память: 16 ГБРазрешение основной камеры: 8Процессор: MT6580M (4 ядра), 1.3 ГГц;5750
Смартфон ZTE Blade L832GB, синий;Диагональ экрана: 5Оперативная память: 1 ГБРазрешение основной камеры: 8Беспроводные интерфейсы: Wi-Fi, BluetoothСтандарты связи: 3G;4180
Смартфон BQ 6022G Aura 2/16GB, темно-серый;Диагональ экрана: 5.99Оперативная память: 2 ГБВстроенная память: 16 ГБРазрешение основной камеры: 8Процессор: MT6580M (4 ядра), 1.3 ГГц;5390
Смартфон Xiaomi Redmi 9A 2/32GB;Диагональ экрана: 6.53Оперативная память: 2 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio G25 (8 ядер), 2.0 ГГц;10100
Смартфон Poco F_3 6/128GB, белый;Диагональ экрана: 6.67Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Snapdragon 870 (8 ядер), 3.2 ГГц;32990
Смартфон Xiaomi Redmi 9C32GB, серый;Диагональ экрана: 6.53Оперативная память: 2 ГБРазрешение основной камеры: 13Беспроводные интерфейсы: Bluetooth, Wi-FiСтандарты связи: 3G, LTE;9190
Смартфон ITEL A2516GB, голубой;Диагональ экрана: 5Оперативная память: 1 ГБРазрешение основной камеры: 5Процессор: SC9832E (4 ядра), 1.3 ГГцБеспроводные интерфейсы: Bluetooth, Wi-Fi;4690
Смартфон ZTE Blade L210 1/32GB, черный;Диагональ экрана: 6Оперативная память: 1 ГБВстроенная память: 32 ГБРазрешение основной камеры: 5Процессор: SC7731E (4 ядра), 1.3 ГГц;5290
Смартфон BQ 6030G Practic 1/32GB, зеленый;Диагональ экрана: 5.99Оперативная память: 1 ГБВстроенная память: 32 ГБРазрешение основной камеры: 8Процессор: MT6580М (4 ядра), 1.3 ГГц;5390
Смартфон BQ 5031G Fun 1/8GB, черный;Диагональ экрана: 5Оперативная память: 1 ГБВстроенная память: 8 ГБРазрешение основной камеры: 5Процессор: SC7731E (4 ядра), 1.3 ГГц;3950
Смартфон Poco F3 256GB, белый;Диагональ экрана: 6.67Оперативная память: 8 ГБРазрешение основной камеры: 48Процессор: Snapdragon 870 (8 ядер), 3.2 ГГцБеспроводные интерфейсы: Bluetooth, GPS, NFC, Wi-Fi;34490
Смартфон Nobby NBP-S3-50-04 1/8GB, серый;Диагональ экрана: 4.95Оперативная память: 1 ГБВстроенная память: 8 ГБРазрешение основной камеры: 5Процессор: MT6580M (4 ядра), 1.2 ГГц;5932
Смартфон ZTE Blade L832GB, серебристый;Диагональ экрана: 5Оперативная память: 1 ГБРазрешение основной камеры: 8Беспроводные интерфейсы: Bluetooth, Wi-FiСтандарты связи: 3G;4180
Смартфон Samsung Galaxy S21 Ultra 12/128GB, черный;Диагональ экрана: 6.8Оперативная память: 12 ГБВстроенная память: 128 ГБРазрешение основной камеры: 108Процессор: Exynos 2100 (8 ядер), 2.9 ГГц;99990
Смартфон Xiaomi Mi 10T 8/128GB, черный J3S-64MP;Диагональ экрана: 6.67Оперативная память: 8 ГБВстроенная память: 128 ГБРазрешение основной камеры: 64Процессор: Snapdragon 865 (8 ядер), 2.84 ГГц;39990
Смартфон Samsung Galaxy A01 Core 1/16GB, синий;Диагональ экрана: 5.3Оперативная память: 1 ГБВстроенная память: 16 ГБРазрешение основной камеры: 8Процессор: MT6739 (4 ядра), 1.5 ГГц;7249
Смартфон ZTE Blade L210 1/32GB, черный;Диагональ экрана: 6Оперативная память: 1 ГБВстроенная память: 32 ГБРазрешение основной камеры: 5Процессор: SC7731E (4 ядра), 1.3 ГГц;5640
Смартфон Xiaomi Mi 11 Lite128GB, синий;Диагональ экрана: 6.55Оперативная память: 8 ГБРазрешение основной камеры: 64Беспроводные интерфейсы: Bluetooth, NFC, Wi-FiСтандарты связи: 3G, LTE;27980
Смартфон ZTE Blade A3 2020 1/32GB, серый;Диагональ экрана: 5.45Оперативная память: 1 ГБВстроенная память: 32 ГБРазрешение основной камеры: 8Процессор: SC9832E (4 ядра), 1.3 ГГц;5830
Смартфон Nokia X10 6/128GB, белый;Диагональ экрана: 6.67Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Snapdragon 480 (8 ядер), 2.0 ГГц;27990
Смартфон OnePlus 9 LE2110 12/256GB, фиолетовый;Диагональ экрана: 6.55Оперативная память: 12 ГБВстроенная память: 256 ГБРазрешение основной камеры: 48Процессор: Snapdragon 888 (8 ядер), 2.84 ГГц;59990
Смартфон BQ 5047L Like 1/8GB, черный;Диагональ экрана: 5Оперативная память: 1 ГБВстроенная память: 8 ГБРазрешение основной камеры: 5Процессор: MT6737M (4 ядра), 1.1 ГГц;4490
Смартфон Apple iPhone 12 Pro Max 256GB, Серебристый;Диагональ экрана: 6.7Оперативная память: 6 ГБВстроенная память: 256 ГБРазрешение основной камеры: 12Процессор: A14 Bionic (6 ядер), 2.66 ГГц;119990
Смартфон Blackview A100, синий;Гарантия: 1 годПартномер: 87605434275Цвет товара: синийБренд: BlackviewСтрана-изготовитель: Китай;15990
Смартфон realme C15 4/64GB, синий;Диагональ экрана: 6.5Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Helio G35 (8 ядер), 2.3 ГГц;12990
Смартфон BQ 6030G Practic 1/32GB, зеленый;Диагональ экрана: 5.99Оперативная память: 1 ГБВстроенная память: 32 ГБРазрешение основной камеры: 8Процессор: MT6580M (4 ядра), 1.2 ГГц;5690
Смартфон Blackview BV9900 Pro 8/128GB, серебристый;Диагональ экрана: 5.84Оперативная память: 8 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Helio P90 (8 ядер), 2.2 ГГц;44990
Смартфон Samsung Galaxy A51 4/64GB, синий;Диагональ экрана: 6.5Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Exynos 9611 (8 ядер), 2.3 ГГц;20690
Смартфон Xiaomi Redmi 9 4/64GB, фиолетовый;Диагональ экрана: 6.53Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Helio G80 (8 ядер), 2.0 ГГц;13390
Смартфон Xiaomi Redmi 9 3/32GB;Диагональ экрана: 6.53Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio G80 (8 ядер), 2.0 ГГц;11900
Смартфон realme C21 4/64GB, голубой;Диагональ экрана: 6.5Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Helio G35 (8 ядер), 2.3 ГГц;11713
Смартфон Samsung Galaxy A02s 3/32GB, черный;Диагональ экрана: 6.5Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 5Процессор: Snapdragon 450 (8 ядер), 1.8 ГГц;10090
Смартфон Samsung Galaxy A02s 3/32GB, белый;Диагональ экрана: 6.5Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Snapdragon 450 (8 ядер), 1.8 ГГц;11599
Смартфон Xiaomi object Object,object Object  6/128GB, синий;Диагональ экрана: 6.67Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Snapdragon 870 (8 ядер), 3.2 ГГц;31327
Смартфон Samsung Galaxy A12 3/32GB, синий;Диагональ экрана: 6.5Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 8Процессор: Helio P35 (8 ядер), 2.3 ГГц;12365
Смартфон Samsung Galaxy Note 20256GB, бронза;Диагональ экрана: 6.7Оперативная память: 8 ГБРазрешение основной камеры: 64Беспроводные интерфейсы: Bluetooth, NFC, Wi-FiСтандарты связи: 3G, LTE;66990
Смартфон Samsung Galaxy A02s 3/32GB, черный;Диагональ экрана: 6.5Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Snapdragon 450 (8 ядер), 1.8 ГГц;11680
Смартфон Samsung Galaxy A0232GB, синий;Диагональ экрана: 6.5Оперативная память: 2 ГБРазрешение основной камеры: 2Процессор: MT6739 (4 ядра), 1.5 ГГцБеспроводные интерфейсы: Wi-Fi, Bluetooth, GPS;8590
Смартфон Nokia 3.4 DS TA-1283 Purple 3/64 (HQ5020KD12000) 3/64GB, пурпурный;Диагональ экрана: 6.38Оперативная память: 3 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Snapdragon 460 (8 ядер), 1.8 ГГц;14390
Смартфон Alcatel 5029Y 4/64GB, серый;Диагональ экрана: 6.22Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: MT6762R (8 ядер), 2.0 ГГц;13819
Смартфон Xiaomi Redmi 9C32GB, серый;Диагональ экрана: 6.53Оперативная память: 2 ГБРазрешение основной камеры: 13Беспроводные интерфейсы: Bluetooth, Wi-FiСтандарты связи: 3G, LTE;9190
Смартфон ITEL A2516GB, голубой;Диагональ экрана: 5Оперативная память: 1 ГБРазрешение основной камеры: 5Процессор: SC9832E (4 ядра), 1.3 ГГцБеспроводные интерфейсы: Bluetooth, Wi-Fi;4690
Смартфон ZTE Blade L210 1/32GB, черный;Диагональ экрана: 6Оперативная память: 1 ГБВстроенная память: 32 ГБРазрешение основной камеры: 5Процессор: SC7731E (4 ядра), 1.3 ГГц;5290
Смартфон BQ 6030G Practic 1/32GB, зеленый;Диагональ экрана: 5.99Оперативная память: 1 ГБВстроенная память: 32 ГБРазрешение основной камеры: 8Процессор: MT6580М (4 ядра), 1.3 ГГц;5390
Смартфон BQ 5031G Fun 1/8GB, черный;Диагональ экрана: 5Оперативная память: 1 ГБВстроенная память: 8 ГБРазрешение основной камеры: 5Процессор: SC7731E (4 ядра), 1.3 ГГц;3950
Смартфон Poco F3 256GB, белый;Диагональ экрана: 6.67Оперативная память: 8 ГБРазрешение основной камеры: 48Процессор: Snapdragon 870 (8 ядер), 3.2 ГГцБеспроводные интерфейсы: Bluetooth, GPS, NFC, Wi-Fi;34490
Смартфон Nobby NBP-S3-50-04 1/8GB, серый;Диагональ экрана: 4.95Оперативная память: 1 ГБВстроенная память: 8 ГБРазрешение основной камеры: 5Процессор: MT6580M (4 ядра), 1.2 ГГц;5932
Смартфон ZTE Blade L832GB, серебристый;Диагональ экрана: 5Оперативная память: 1 ГБРазрешение основной камеры: 8Беспроводные интерфейсы: Bluetooth, Wi-FiСтандарты связи: 3G;4180
Смартфон Samsung Galaxy S21 Ultra 12/128GB, черный;Диагональ экрана: 6.8Оперативная память: 12 ГБВстроенная память: 128 ГБРазрешение основной камеры: 108Процессор: Exynos 2100 (8 ядер), 2.9 ГГц;99990
Смартфон Xiaomi Mi 10T 8/128GB, черный J3S-64MP;Диагональ экрана: 6.67Оперативная память: 8 ГБВстроенная память: 128 ГБРазрешение основной камеры: 64Процессор: Snapdragon 865 (8 ядер), 2.84 ГГц;39990
Смартфон Samsung Galaxy A01 Core 1/16GB, синий;Диагональ экрана: 5.3Оперативная память: 1 ГБВстроенная память: 16 ГБРазрешение основной камеры: 8Процессор: MT6739 (4 ядра), 1.5 ГГц;7249
Смартфон ZTE Blade L210 1/32GB, черный;Диагональ экрана: 6Оперативная память: 1 ГБВстроенная память: 32 ГБРазрешение основной камеры: 5Процессор: SC7731E (4 ядра), 1.3 ГГц;5640
Смартфон Xiaomi Mi 11 Lite128GB, синий;Диагональ экрана: 6.55Оперативная память: 8 ГБРазрешение основной камеры: 64Беспроводные интерфейсы: Bluetooth, NFC, Wi-FiСтандарты связи: 3G, LTE;27980
Смартфон ZTE Blade A3 2020 1/32GB, серый;Диагональ экрана: 5.45Оперативная память: 1 ГБВстроенная память: 32 ГБРазрешение основной камеры: 8Процессор: SC9832E (4 ядра), 1.3 ГГц;5830
Смартфон Nokia X10 6/128GB, белый;Диагональ экрана: 6.67Оперативная память: 6 ГБВстроенная память: 128 ГБРазрешение основной камеры: 48Процессор: Snapdragon 480 (8 ядер), 2.0 ГГц;27990
Смартфон OnePlus 9 LE2110 12/256GB, фиолетовый;Диагональ экрана: 6.55Оперативная память: 12 ГБВстроенная память: 256 ГБРазрешение основной камеры: 48Процессор: Snapdragon 888 (8 ядер), 2.84 ГГц;59990
Смартфон BQ 5047L Like 1/8GB, черный;Диагональ экрана: 5Оперативная память: 1 ГБВстроенная память: 8 ГБРазрешение основной камеры: 5Процессор: MT6737M (4 ядра), 1.1 ГГц;4490
Смартфон Apple iPhone 12 Pro Max 256GB, Серебристый;Диагональ экрана: 6.7Оперативная память: 6 ГБВстроенная память: 256 ГБРазрешение основной камеры: 12Процессор: A14 Bionic (6 ядер), 2.66 ГГц;119990
Смартфон OPPO A54 4/64GB, черный CPH2239;Диагональ экрана: 6.52Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 13Процессор: Helio P35 (8 ядер), 2.3 ГГц;13990
Смартфон ZTE Blade A5164GB, серый;Диагональ экрана: 6.52Оперативная память: 2 ГБРазрешение основной камеры: 13Беспроводные интерфейсы: Bluetooth, NFC, Wi-FiСтандарты связи: 3G, LTE;8790
Смартфон Samsung Galaxy M12 4/64GB, зеленый;Диагональ экрана: 6.5Оперативная память: 4 ГБВстроенная память: 64 ГБРазрешение основной камеры: 48Процессор: Exynos 850 (8 ядер), 2.0 ГГц;14990
Смартфон ZTE Blade A7164GB, серый;Диагональ экрана: 6.52Оперативная память: 3 ГБРазрешение основной камеры: 16Беспроводные интерфейсы: Bluetooth, NFC, Wi-FiСтандарты связи: 3G, LTE;9980
Смартфон Samsung Galaxy A12 3/32GB, красный;Диагональ экрана: 6.5Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 48Процессор: Helio P35 (8 ядер), 2.3 ГГц;12949
Смартфон Samsung Galaxy A12 4/32GB, черный;Диагональ экрана: 6.5Оперативная память: 3 ГБВстроенная память: 32 ГБРазрешение основной камеры: 13Процессор: Helio P35 (8 ядер), 2.3 ГГц;14490
Смартфон ZTE Blade L21032GB, черный;Диагональ экрана: 6Оперативная память: 1 ГБРазрешение основной камеры: 5Беспроводные интерфейсы: Wi-Fi, BluetoothСтандарты связи: 3G;4980
Смартфон Xiaomi Mi 11 Lite 8/128GB, черный;Диагональ экрана: 6.55Оперативная память: 8 ГБВстроенная память: 128 ГБРазрешение основной камеры: 64Процессор: Snapdragon 732G (8 ядер), 2.3 ГГц;30990
